timestamp,station_code,city,uf,temperatura,umidade,precipitacao,vento_kmh
2024-01-18T17:00:00,A001,Brasília,DF,30.3,47.0,0.0,7.92
2024-01-18T18:00:00,A001,Brasília,DF,30.1,45.0,0.0,6.12
2024-01-18T19:00:00,A001,Brasília,DF,29.1,46.0,0.0,6.48
2024-01-18T20:00:00,A001,Brasília,DF,28.4,55.0,0.0,6.12
2024-01-18T21:00:00,A001,Brasília,DF,24.4,64.0,0.0,6.84
2024-01-18T22:00:00,A001,Brasília,DF,24.4,70.0,0.0,8.64
2024-01-18T23:00:00,A001,Brasília,DF,23.5,73.0,0.0,7.56
2024-01-19T00:00:00,A001,Brasília,DF,21.7,84.0,0.0,2.52
2024-01-19T01:00:00,A001,Brasília,DF,21.7,82.0,0.0,6.84
2024-01-19T02:00:00,A001,Brasília,DF,20.5,88.0,0.0,3.6
2024-01-19T03:00:00,A001,Brasília,DF,19.5,93.0,0.0,2.16
2024-01-19T04:00:00,A001,Brasília,DF,18.7,95.0,0.0,3.24
2024-01-19T05:00:00,A001,Brasília,DF,18.4,95.0,0.0,1.44
2024-01-19T06:00:00,A001,Brasília,DF,18.3,97.0,0.0,1.08
2024-01-19T07:00:00,A001,Brasília,DF,17.9,97.0,0.0,1.44
2024-01-19T08:00:00,A001,Brasília,DF,18.2,97.0,0.0,2.16
2024-01-19T09:00:00,A001,Brasília,DF,17.8,97.0,0.0,3.6
2024-01-19T10:00:00,A001,Brasília,DF,20.8,90.0,0.0,3.24
2024-01-19T11:00:00,A001,Brasília,DF,23.9,76.0,0.0,2.52
2024-01-19T12:00:00,A001,Brasília,DF,26.1,59.0,0.0,5.4
2024-01-19T13:00:00,A001,Brasília,DF,26.7,56.0,0.0,6.84
2024-01-19T14:00:00,A001,Brasília,DF,28.0,51.0,0.0,4.68
2024-01-19T15:00:00,A001,Brasília,DF,28.8,49.0,0.0,7.56
2024-01-19T16:00:00,A001,Brasília,DF,29.3,46.0,0.0,9.0
2024-01-19T17:00:00,A001,Brasília,DF,31.3,38.0,0.0,6.48
2024-01-19T18:00:00,A001,Brasília,DF,30.3,38.0,0.0,3.96
2024-01-19T19:00:00,A001,Brasília,DF,31.3,39.0,0.0,6.48
2024-01-19T20:00:00,A001,Brasília,DF,29.1,45.0,0.0,5.76
2024-01-19T21:00:00,A001,Brasília,DF,27.2,60.0,0.0,4.68
2024-01-19T22:00:00,A001,Brasília,DF,24.5,70.0,0.0,2.52
2024-01-19T23:00:00,A001,Brasília,DF,22.8,80.0,0.0,2.52
2024-01-20T00:00:00,A001,Brasília,DF,23.2,78.0,0.0,5.4
2024-01-20T01:00:00,A001,Brasília,DF,21.7,86.0,0.0,3.24
2024-01-20T02:00:00,A001,Brasília,DF,22.2,82.0,0.0,4.32
2024-01-20T03:00:00,A001,Brasília,DF,21.9,83.0,0.0,6.12
2024-01-20T04:00:00,A001,Brasília,DF,20.9,85.0,0.0,6.84
2024-01-20T05:00:00,A001,Brasília,DF,20.1,88.0,0.0,4.32
2024-01-20T06:00:00,A001,Brasília,DF,19.4,90.0,0.0,2.88
2024-01-20T07:00:00,A001,Brasília,DF,19.2,92.0,0.0,3.6
2024-01-20T08:00:00,A001,Brasília,DF,20.2,83.0,0.0,4.32
2024-01-20T09:00:00,A001,Brasília,DF,19.4,88.0,0.0,3.6
2024-01-20T10:00:00,A001,Brasília,DF,20.6,81.0,0.0,4.32
2024-01-20T11:00:00,A001,Brasília,DF,22.0,72.0,0.0,6.12
2024-01-20T12:00:00,A001,Brasília,DF,24.4,63.0,0.0,3.96
2024-01-20T13:00:00,A001,Brasília,DF,25.8,60.0,0.0,5.04
2024-01-20T14:00:00,A001,Brasília,DF,27.4,52.0,0.0,3.6
2024-01-20T15:00:00,A001,Brasília,DF,29.2,42.0,0.0,9.0
2024-01-20T16:00:00,A001,Brasília,DF,29.7,37.0,0.0,9.0
2024-01-20T17:00:00,A001,Brasília,DF,30.8,42.0,0.0,12.6
2024-01-20T18:00:00,A001,Brasília,DF,31.2,35.0,0.0,10.8
2024-01-20T19:00:00,A001,Brasília,DF,30.5,33.0,0.0,10.8
2024-01-20T20:00:00,A001,Brasília,DF,30.2,33.0,0.0,9.36
2024-01-20T21:00:00,A001,Brasília,DF,27.9,49.0,0.0,8.28
2024-01-20T22:00:00,A001,Brasília,DF,26.0,57.0,0.0,7.56
2024-01-20T23:00:00,A001,Brasília,DF,24.3,64.0,0.0,7.92
2024-01-21T00:00:00,A001,Brasília,DF,24.1,66.0,0.0,3.96
2024-01-21T01:00:00,A001,Brasília,DF,22.4,74.0,0.0,4.68
2024-01-21T02:00:00,A001,Brasília,DF,22.9,73.0,0.0,5.4
2024-01-21T03:00:00,A001,Brasília,DF,22.7,75.0,0.0,4.68
2024-01-21T04:00:00,A001,Brasília,DF,21.9,80.0,0.0,4.32
2024-01-21T05:00:00,A001,Brasília,DF,21.1,86.0,0.0,5.4
2024-01-21T06:00:00,A001,Brasília,DF,21.5,82.0,0.0,4.68
2024-01-21T07:00:00,A001,Brasília,DF,20.7,85.0,0.0,3.24
2024-01-21T08:00:00,A001,Brasília,DF,19.5,91.0,0.0,3.96
2024-01-21T09:00:00,A001,Brasília,DF,20.5,89.0,0.0,5.76
2024-01-21T10:00:00,A001,Brasília,DF,22.5,80.0,0.0,6.48
2024-01-21T11:00:00,A001,Brasília,DF,22.8,79.0,0.0,8.64
2024-01-21T12:00:00,A001,Brasília,DF,25.3,69.0,0.0,4.68
2024-01-21T13:00:00,A001,Brasília,DF,26.1,67.0,0.0,7.92
2024-01-21T14:00:00,A001,Brasília,DF,28.1,55.0,0.0,9.0
2024-01-21T15:00:00,A001,Brasília,DF,29.4,49.0,0.0,11.52
2024-01-21T16:00:00,A001,Brasília,DF,29.5,51.0,0.0,13.32
2024-01-21T17:00:00,A001,Brasília,DF,30.2,44.0,0.0,12.6
2024-01-21T18:00:00,A001,Brasília,DF,29.8,45.0,0.0,11.88
2024-01-21T19:00:00,A001,Brasília,DF,28.9,43.0,0.0,11.88
